fullAPCname,binomialAPCname,binomialPOWOname,POWOinfra,taxonRank
Dillwynia parvifolia Sm.,Dillwynia parvifolia,Dillwynia retorta,,SPECIES
Astroloma tectum R. Br.,Astroloma tectum,Styphelia tecta,,SPECIES
Senecio australis var. unidentatus DC.,Senecio australis,Senecio lautus,unidentatus,VARIETY
Leucopogon margarodes R. Br.,Leucopogon margarodes,Styphelia margarodes,,SPECIES
Trichocline spathulata (DC.) J. H. Willis,Trichocline spathulata,Amblysperma spathulata,,SPECIES
Leucopogon melaleucoides DC.,Leucopogon melaleucoides,Acrothamnus melaleucoides,,SPECIES
Heliotropium ventricosum R. Br.,Heliotropium ventricosum,Euploca ventricosa,,SPECIES
Leucopogon cymbiformis DC.,Leucopogon cymbiformis,Styphelia cymbiformis,,SPECIES
Heliotropium bracteatum R. Br.,Heliotropium bracteatum,Euploca bracteata,,SPECIES
Leucopogon pimeleoides DC.,Leucopogon pimeleoides,Leucopogon lanceolatus,,SPECIES
Pimelea flava var. diosmifolia Meisn.,Pimelea flava,Pimelea ferruginea,diosmifolia,VARIETY
Alchornea ilicifolia (Js. Sm.) Müll. Arg.,Alchornea ilicifolia,Alchornea aquifolia,,SPECIES
Leucopogon insularis DC.,Leucopogon insularis,Styphelia insularis,,SPECIES
Pimelea rosea var. calocephala Meisn.,Pimelea rosea,Pimelea leucantha,calocephala,VARIETY
Piper excelsum G. Forst.,Piper excelsum,Macropiper excelsum,,SPECIES
Senecio glabrescens (DC.) Sch. Bip.,Senecio glabrescens,Erechtites glabrescens,,SPECIES
Schoenus ericetorum var. ornithopodioides Kük,Schoenus ericetorum,Schoenus ornithopodioides,ornithopodioides,VARIETY
Vittadinia scabra,Vittadinia scabra,Peripleura scabra,,SPECIES
Pisonia brunoniana,Pisonia brunoniana,Pisonia umbellifera,,SPECIES
Velleia spathulata,Velleia spathulata,Velleia lyrata,,SPECIES
Pleurosorus rutifolius (R.Br.) Fée,Pleurosorus rutifolius,Asplenium pleurosorum,,SPECIES
Cyathea celebica Alderw.,Cyathea celebica,Sphaeropteris teysmannii,,SPECIES
Zanthoxylum parviflorum Benth.,Zanthoxylum parviflorum,Zanthoxylum rhetsa,,SPECIES
Gratiola pubescens R.Br.,Gratiola pubescens,Fonkia uliginosa,,SPECIES
Aotus carinata Meisn,Aotus carinata,Aotus coccinea,,SPECIES
Cyrtostylis huegelii Endl.,Cyrtostylis huegelii,Cyrtostylis reniformis,,SPECIES
Ipomoea gracilis R.Br.,Ipomoea gracilis,Xenostegia medium,,SPECIES
Conostylis bracteata Lindl.,Conostylis bracteata,Conostylis candicans,,SPECIES
Cyathea leichhardtiana (F.Muell.) Copel.,Cyathea leichhardtiana,Alsophila leichhardtiana,,SPECIES
Banksia verticillata R.Br.,Banksia verticillata,Banksia verticiliata,,SPECIES
Gmelina leichhardtii (F.Muell.) Benth.,Gmelina leichhardtii,Gmelina leichardtii,,SPECIES
Solanum nodiflorum subsp. nutans R.J.F.Hend.,Solanum nodiflorum,Solanum americanum,nutans,SUBSPECIES
Hibbertia virgata Hook.,Hibbertia virgata,Hibbertia fasciculata,,SPECIES
Elythranthera brunonis (Endl.) A.S.George,Elythranthera brunonis,Caladenia brunonis,,SPECIES
Hymenophyllum moorei Baker,Hymenophyllum moorei,Hymenophyllum pumilum,,SPECIES
Physalis minima var. indica (Lam.) C.B.Clarke,Physalis minima,Alkekengi indica,indica,VARIETY
Leucopogon decussatus Stschegl.,Leucopogon decussatus,Leucopogon elatior,,SPECIES
Acacia centrinervia Maiden & Blakely,Acacia centrinervia,Acacia lineata,,SPECIES
Calothamnus validus Moore,Calothamnus validus,Melaleuca valida,,SPECIES
Ptilotus latifolius R.Br.,Ptilotus latifolius,Ptilotus chamaecladus,,SPECIES
Adenosma caerulea R.Br.,Adenosma caerulea,Adenosma glutinosum,,SPECIES
Astroloma microdonta F.Muell. ex Benth.,Astroloma microdonta,Styphelia microdonta,,SPECIES
Atriplex cinerea subsp. isatidea (Moq.) Aellen,Atriplex cinerea,Atriplex isatidea,isatidea,SUBSPECIES
Desmodium nemorosum F.Muell. ex Benth.,Desmodium nemorosum,Grona nemorosa,,SPECIES
Glochidion perakense var. supra-axillare (Benth.) Airy Shaw,Glochidion perakense,Glochidion zeylanicum,supra-axillare,VARIETY
Pimelea sericostachya subsp. amabilis,Pimelea sericostachya,Pimelea amabilis,amabilis,SUBSPECIES
Chthonocephalus multiceps,Chthonocephalus multiceps,Balladonia multiceps,,SPECIES
Polygonum argyrocoleon,Polygonum argyrocoleon,Polygonum argyrocoleum,,SPECIES
Astroloma microphyllum Stschegl,Astroloma microphyllum,Styphelia pentapogona,,SPECIES
Rhagodia preissii subsp. obovata (Moq.) Paul G.Wilson,Rhagodia preissii,Chenopodium preissii,obovata,SUBSPECIES
Lysiosepalum hexandrum (S.Moore) S.Moore,Lysiosepalum hexandrum,Lysiosepalum involucratum,,SPECIES
Leucopogon flexifolius R.Br.,Leucopogon flexifolius,Styphelia flexifolia,,SPECIES
Coleanthera virgata Stachegl,Coleanthera virgata,Styphelia lanata,,SPECIES
Nicotiana forsteri Roem. & Schult.,Nicotiana forsteri,Nicotiana fragrans,,SPECIES
Elaeocarpus obovatus var. foveolatus Benth.,Elaeocarpus obovatus,Elaeocarpus arnhemicus,foveolatus,VARIETY
Drosera subhirtella subsp. moorei (Diels) Marchant,Drosera subhirtella,Drosera moorei,moorei,SUBSPECIES
Tylophora grandiflora R.Br.,Tylophora grandiflora,Vincetoxicum grandiflorum,,SPECIES
Asplenium attenuatum C. Presl,Asplenium attenuatum,Diplazium proliferum,,SPECIES
Cyathea cunninghamii Hook. f.,Cyathea cunninghamii,Alsophila cunninghamii,,SPECIES
Solanum laciniatum Ruiz & Pav.,Solanum laciniatum,Solanum nemorense,,SPECIES
Sauropus ochrophyllus (Benth.) Airy Shaw,Sauropus ochrophyllus,Synostemon ochrophyllus,,SPECIES
Tetrarrhena juncea R. Br.,Tetrarrhena juncea,Ehrharta juncea,,SPECIES
Isopogon drummondii Benth.,Isopogon drummondii,Isopogon autumnalis,,SPECIES
Dinebra decipiens ( R.Br. ) P.M.Peterson & N.Snow,Dinebra decipiens,Leptochloa decipiens,,SPECIES
Orites lancifolius F.Muell.,Orites lancifolius,Orites lancifolia,,SPECIES
Glischrocaryon aureum (Lindl.) Orchard var. angustifolium (Nees) Orchard,Glischrocaryon aureum,Glischrocaryon angustifolium,angustifolium,VARIETY
Tephrosia simplicifolia Franch.,Tephrosia simplicifolia,Tephrosia heterophylla,,SPECIES
Sesbania bispinosa (Jacq.) W.Wight,Sesbania bispinosa,Sesbania aculeata,,SPECIES
Galactia tenuiflora (Willd.) Wight & Arn.,Galactia tenuiflora,Galactia striata,,SPECIES
Rorippa microphylla (Boenn. ex Rchb.) Hyland,Rorippa microphylla,Nasturtium microphyllum,,SPECIES
Boronia anemonifolia A.Cunn. ssp. variabilis (Hook.) P.G.Neish,Boronia anemonifolia,Cyanothamnus anemonifolius,variabilis,SUBSPECIES
Boronia tenuis (Lindl.) Benth.,Boronia tenuis,Cyanothamnus tenuis,,SPECIES
Hibiscus pentaphyllus  F.Muell.,Hibiscus pentaphyllus,Hibiscus caesius,,SPECIES
Sida petrophila F.Muell.,Sida petrophila,Sida calyxhymenia,,SPECIES
Hibbertia sericea (R.Br. ex DC.) Benth. var. cinerea (R.Br. ex DC.) J.M.Black,Hibbertia sericea,Hibbertia cinerea,cinerea,VARIETY
Symplocos stawellii F.Muell.,Symplocos stawellii,Symplocos cochinchinensis,,SPECIES
Leucopogon cymbiformis A.Cunn. ex DC.,Leucopogon cymbiformis,Styphelia cymbiformis,,SPECIES
Tabernaemontana orientalis R.Br.,Tabernaemontana orientalis,Tabernaemontana pandacaqui,,SPECIES
Micromyrtus hymenonema (F.Muell.) C.A.Gardner,Micromyrtus hymenonema,Micromyrtus hymenonerna,,SPECIES
Marianthus coeruleopunctatus Klotzsch,Marianthus coeruleopunctatus,Marianthus coeruleo-punctatus,,SPECIES
Oreomyrrhis eriopoda (DC.) Hook.f.,Oreomyrrhis eriopoda,Chaerophyllum eriopodum,,SPECIES
Eremaea fimbriata Lindl.,Eremaea fimbriata,Melaleuca thysanota,,SPECIES
Pilidiostigma rhytispermum (F.Muell.) Burret,Pilidiostigma rhytispermum,Pilidiostigma rhytisperma,,SPECIES
Oreomyrrhis argentea Hook.f.,Oreomyrrhis argentea,Chaerophyllum argenteum,,SPECIES
Microsorum pustulatum (G.Forst.) Copel. ssp. pustulatum,Microsorum pustulatum,Zealandia pustulata,,SPECIES
Vitex helogiton K.Schum. & Lauterb.,Vitex helogiton,Vitex glabrata,,SPECIES
Stackhousia tryonii F.M. Bailey,Stackhousia tryonii,Stackhousia monogyna,,SPECIES
Amphipogon strictus R.Br. var. avenaceus  Benth.,Amphipogon strictus,Amphipogon avenaceus,avenaceus,VARIETY
Terminalia bursarina F. Muell.,Terminalia bursarina,Terminalia canescens,,SPECIES
Baumea arthrophylla (Nees) Boeck.,Baumea arthrophylla,Machaerina arthrophylla,,SPECIES
Rhynchosia minima (L.) DC. var. australis (Benth.) C.Moore,Rhynchosia minima,Rhynchosia australis,australis,VARIETY
Spyridium parvifolium F.Muell.,Spyridium parvifolium,Cryptandra parvifolia,,SPECIES
Astroloma foliosum Sond.,Astroloma foliosum,Styphelia foliosa,,SPECIES
Austrocynoglossum latifolium (R.Br.) Popov ex R.R.Mill,Austrocynoglossum latifolium,Hackelia latifolia,,SPECIES
Scaevola ovalifolia R. Br. var. glabra R.Br.,Scaevola ovalifolia,Scaevola glabrata,glabra,VARIETY
Regelia inops (Schauer) Schauer,Regelia inops,Melaleuca inops,,SPECIES
Acacia homalophylla A.Cunn. ex Benth,Acacia homalophylla,Acacia omalophylla,,SPECIES
Heliotropium nesopelydum Craven,Heliotropium nesopelydum,Euploca nesopelyda,,SPECIES
Geranium dissectum L. var. potentilloides,Geranium dissectum,Geranium potentilloides,potentilloides,VARIETY
Grevillea integrifolia (Endl.) Meisn. var. incurva Diels,Grevillea integrifolia,Grevillea incurva,incurva,VARIETY
Solanum amblymerum  Dunal,Solanum amblymerum,Solanum elegans,,SPECIES
Leucopogon melaleucoides Cunn. ex DC.,Leucopogon melaleucoides,Acrothamnus melaleucoides,,SPECIES
Piper excelsum G.Forst.,Piper excelsum,Macropiper excelsum,,SPECIES
Microlaena stipoides R.Br,Microlaena stipoides,Ehrharta stipoides,,SPECIES
Crinum pedunculatum R.Br.,Crinum pedunculatum,Crinum asiaticum,,SPECIES
Petrophile longifolia A.Cunn. ex Endl.,Petrophile longifolia,Petrophile teretifolia,,SPECIES
Orites revolutus R.Br.,Orites revolutus,Orites revoluta,,SPECIES
Eutaxia empetrifolia  Schltdl.,Eutaxia empetrifolia,Eutaxia microphylla,,SPECIES
Vaccaria hispanica (Miller) Rauschert,Vaccaria hispanica,Gypsophila vaccaria,,SPECIES
Astroloma xerophyllum Sond.,Astroloma xerophyllum,Styphelia xerophylla,,SPECIES
Leucopogon glaucifolius W.Fitzg.,Leucopogon glaucifolius,Styphelia glaucifolia,,SPECIES
Leucopogon insularis A.Cunn. ex DC.,Leucopogon insularis,Styphelia insularis,,SPECIES
Billardiera floribunda (Putt.) F.Muell.,Billardiera floribunda,Marianthus floribundus,,SPECIES
Centella cordifolia (Hook.f.) Nannf.,Centella cordifolia,Hydrocotyle jacksonii,,SPECIES
Lamarchea hakeifolia Gaudich var. hakeifolia,Lamarchea hakeifolia,Melaleuca hakeifolia,hakeifolia,VARIETY
Beaufortia sparsa R.Br.,Beaufortia sparsa,Melaleuca sparsa,,SPECIES
Aphyllodium schindleri Pedley,Aphyllodium schindleri,Aphyllodium australiense,,SPECIES
Allittia cardiocarpa (F.Muell. ex Benth.) P.S.Short,Allittia cardiocarpa,Brachyscome cardiocarpa,,SPECIES
Desmodium triflorum (L.) DC.,Desmodium triflorum,Grona triflora,,SPECIES
Desmodium brachypodum A.Gray,Desmodium brachypodum,Oxytes brachypoda,,SPECIES
Calandrinia granulifera Benth.,Calandrinia granulifera,Calandrinia pygmaea,,SPECIES
Astroloma compactum R.Br.,Astroloma compactum,Styphelia compacta,,SPECIES
Astroloma stomarrhena Sond.,Astroloma stomarrhena,Styphelia stomarrhena,,SPECIES
Rhagodia ulicina (Gand.) Paul G.Wilson,Rhagodia ulicina,Chenopodium ulicinum,,SPECIES
Heliotropium fasciculatum R.Br.,Heliotropium fasciculatum,Euploca fasciculata,,SPECIES
Plectranthus scutellarioides (L.) R. Br.,Plectranthus scutellarioides,Coleus scutellarioides,,SPECIES
Eremaea purpurea C.A.Gardner,Eremaea purpurea,Melaleuca ostrina,,SPECIES
Heliotropium pachyphyllum Craven,Heliotropium pachyphyllum,Euploca pachyphylla,,SPECIES
Heliotropium protensum Craven,Heliotropium protensum,Euploca protensa,,SPECIES
Heliotropium prostratum R. Br.,Heliotropium prostratum,Euploca prostrata,,SPECIES
Rostellularia adscendens (R.Br.) R.M.barker,Rostellularia adscendens,Justicia adscendens,,SPECIES
Melaleuca densa R.Br. var. pritzelii Domin,Melaleuca densa,Melaleuca pritzelii,pritzelii,VARIETY
Schoenus ericetorum R.Br. var. imberbis (R.Br.) Kük.,Schoenus ericetorum,Schoenus imberbis,imberbis,VARIETY
Bromus madritensis (L.) Husn. ssp. rubens (L.) Husn.,Bromus madritensis,Bromus rubens,rubens,VARIETY
Terminalia melanocarpa Exell,Terminalia melanocarpa,Terminalia megalocarpa,,SPECIES
Hibbertia angustifolia (R.Br. ex DC.) Benth.,Hibbertia angustifolia,Hibbertia fasciculata,,SPECIES
Hibbertia brownii Benth.,Hibbertia brownii,Hibbertia brownei,,SPECIES
Cerastium fontanum Baumg. ssp. vulgare (Hartman) Greuter & Burdet,Cerastium fontanum,Cerastium holosteoides,vulgare,SUBSPECIES
Heliotropium brachygyne Benth.,Heliotropium brachygyne,Euploca brachygyne,,SPECIES
Acacia varia var. affinis Maslin,Acacia varia,Acacia drummondii,affinis,VARIETY
Heliotropium diversifolium F.Muell. ex Benth.,Heliotropium diversifolium,Euploca diversifolia,,SPECIES
Lepidosperma leptostachyum Benth. var. asperatum Kük.,Lepidosperma leptostachyum,Lepidosperma asperatum,asperatum,VARIETY
Baumea laxa Boeck.,Baumea laxa,Machaerina laxa,,SPECIES
Mnesithea rottboellioides ( R.Br. ) de Koning & Sosef,Mnesithea rottboellioides,Rottboellia rottboellioides,,SPECIES
Dinebra neesii ( Thwaites ) P.M.Peterson & N.Snow,Dinebra neesii,Leptochloa neesii,,SPECIES
Streblus brunonianus (Endl.) F. Muell.,Streblus brunonianus,Streblus pendulinus,,SPECIES
Hydrocotyle plebeya A.Rich.,Hydrocotyle plebeya,Hydrocotyle plebeia,,SPECIES
Blechnum penna-marina (Poir.) Kuhn ssp. alpina (R.Br.) T.C.Chambers & P.A.Farrant,Blechnum penna-marina,Austroblechnum penna-marina,alpina,SUBSPECIES
Leucopogon biflorus R.Br.,Leucopogon biflorus,Styphelia biflora,,SPECIES
Billardiera cymosa var. sericophora (F.Muell.) Benth.,Billardiera cymosa,Billardiera sericophora,sericophora,VARIETY
Ozothamnus ericifolius Hook.,Ozothamnus ericifolius,Ozothamnus ericeteus,,SPECIES
Sida petrophila F. Muell.,Sida petrophila,Sida calyxhymenia,,SPECIES
Einadia nutans (R. Br.) A.J. Scott,Einadia nutans,Chenopodium nutans,,SPECIES
Grevillea ilicifolia A. Cunn. ex Meissn.,Grevillea ilicifolia,Grevillea angulata,,SPECIES
Disphyma crassifolium subsp. clavellatum Chinnock,Disphyma crassifolium,Disphyma clavellatum,clavellatum,SUBSPECIES
Galenia secunda (L. fil.) Sond.,Galenia secunda,Aizoon secundum,,SPECIES
Boronia defoliata F. Muell.,Boronia defoliata,Cyanothamnus defoliatus,,SPECIES
Lotus subbiflorus Lag.,Lotus subbiflorus,Lotus hispidus,,SPECIES
Leptecophylla juniperina subsp. parvifolia (R. Br.) C.M. Weiller,Leptecophylla juniperina,Leptecophylla parvifolia,parvifolia,SUBSPECIES
Gahnia rodwayi F.Muell. ex Rodway,Gahnia rodwayi,Gahnia graminifolia,,SPECIES
Scholtzia involucrata (Endl.) Druce,Scholtzia involucrata,Scholtzia obovata,,SPECIES
Cuscuta australis R. Br.,Cuscuta australis,Cuscuta scandens,,SPECIES
Elaeocarpus grandis F. Müll.,Elaeocarpus grandis,Elaeocarpus angustifolius,,SPECIES
Acaena montana Phil.,Acaena montana,Acaena pinnatifida,,SPECIES
Stylidium spinulosum R. Br.,Stylidium spinulosum,Stylidium spathulatum,,SPECIES
Galenia pubescens (Ecklon & Zeyh.) Druce,Galenia pubescens,Aizoon pubescens,,SPECIES
Hybanthus floribundus (Lindley) F. Müll.,Hybanthus floribundus,Pigea floribunda,,SPECIES
Leucopogon affinis R. Br.,Leucopogon affinis,Leucopogon lanceolatus,,SPECIES
Myoporum acuminatum R. Br.,Myoporum acuminatum,Myoporum tenuifolium,,SPECIES
Thryptomene micrantha (DC.) C.A.Gardner,Thryptomene micrantha,Thryptomene dampieri,,SPECIES
Meionectes brownii Hook. fil.,Meionectes brownii,Haloragis brownii,,SPECIES
Spyridium parvifolium var. molle (Hook.f.) Benth,Spyridium parvifolium,Cryptandra parvifolia,,SPECIES
Setaria pumila (Poir.) Schult.,Setaria pumila,Setaria helvola,,SPECIES
Isolepis platycarpa (S.T.Blake) Soják,Isolepis platycarpa,Isolepis cernua,,SPECIES
Blechnum chambersii Tind.,Blechnum chambersii,Austroblechnum lanceolatum,,SPECIES
Eucalyptus salubris var. glauca Maiden,Eucalyptus salubris,Eucalyptus ravida,glauca,VARIETY
Eremaea ebracteata F.Muell.,Eremaea ebracteata,Melaleuca ebracteata,,SPECIES
Eucalyptus incrassata Sieber ex DC.,Eucalyptus incrassata,Eucalyptus pilularis,,SPECIES
Bromus arenarius Thom.-Desm.,Bromus arenarius,Bromus hordeaceus,,SPECIES
Hypolepis glandulifera Brownsey & Chinnock,Hypolepis glandulifera,Hypolepis resistens,,SPECIES
Anigozanthos manglesii Maund,Anigozanthos manglesii,Anigozanthos flavidus,,SPECIES
Tetrarrhena laevis R.Br.,Tetrarrhena laevis,Ehrharta laevis,,SPECIES
Avicennia marina (Forssk.) Vierh. var. eucalyptifolia (Valeton) N.C.Duke,Avicennia marina,Avicennia eucalyptifolia,eucalyptifolia,VARIETY
Stenocarpus cunninghamii Hook.,Stenocarpus cunninghamii,Stenocarpus sinuatus,,SPECIES
Hybanthus stellarioides (Domin) P.I.Forst.,Hybanthus stellarioides,Afrohybanthus stellarioides,,SPECIES
Xanthium italicum Moretti,Xanthium italicum,Xanthium orientale,,SPECIES
Deyeuxia inaequalis Vickery,Deyeuxia inaequalis,Calamagrostis inaequalis,,SPECIES
Hibbertia ovata Druce,Hibbertia ovata,Hibbertia aspera,,SPECIES
Cressa australis R.Br.,Cressa australis,Cressa cretica,,SPECIES
Eucalyptus tereticornis Sm. var. dealbata,Eucalyptus tereticornis,Eucalyptus dealbata,dealbata,VARIETY
Alternanthera nodiflora R.Br. var. major,Alternanthera nodiflora,Alternanthera sessilis,,SPECIES
Boronia anemonifolia Paxton var. anethifolia,Boronia anemonifolia,Cyanothamnus quadrangulus,anethifolia,VARIETY
Phebalium squamulosum Vent. subsp. longifolium,Phebalium squamulosum,Phebalium longifolium,longifolium,SUBSPECIES
Andersonia macranthera F.Muell.,Andersonia macranthera,Andersonia heterophylla,,SPECIES
Mesomelaena stygia (R.Br.) Nees var. preissii (Nees) Kük.,Mesomelaena stygia,Mesomelaena preissii,preissii,VARIETY
Acacia brunioides A.Cunn. ex G.Don subsp. gordonii Tindale,Acacia brunioides,Acacia gordonii,gordonii,SUBSPECIES
Utricularia dichotoma Labill. var. uniflora (R.Br.) Benth.,Utricularia dichotoma,Utricularia uniflora,uniflora,VARIETY
Merremia quinquefolia (L.) Hallier f.,Merremia quinquefolia,Distimake quinquefolius,,SPECIES
Heliotropium cunninghamii Benth.,Heliotropium cunninghamii,Euploca cunninghamii,,SPECIES
Perrottetia arborescens (F.Muell.) Loes.,Perrottetia arborescens,Perrotettia arborescens,,SPECIES
Tylophora barbata R.Br.,Tylophora barbata,Vincetoxicum barbatum,,SPECIES
Davallia solida (G.Forst.) Sw. var. pyxidata,Davallia solida,Davallia pyxidata,pyxidata,VARIETY
Neptunia gracilis Benth. var. major,Neptunia gracilis,Neptunia major,major,VARIETY
Platylobium formosum Sm. subsp. parviflorum,Platylobium formosum,Platylobium parviflorum,parviflorum,SUBSPECIES
Baumea laxa (Nees) Boeckeler,Baumea laxa,Machaerina laxa,,SPECIES
Jasminum suavissimum Lindl.,Jasminum suavissimum,Jasminum simplicifolium,,SPECIES
Lastreopsis acuminata C.V.Morton,Lastreopsis acuminata,Parapolystichum acuminatum,,SPECIES
Leucopogon malayanus Jack subsp. novoguineensis,Leucopogon malayanus,Styphelia malayana,novoguineensis,SUBSPECIES
Eucalyptus tereticornis Sm. var. dealbara,Eucalyptus tereticornis,Eucalyptus dealbata,dealbata,VARIETY
Heliotropium filaginoides Benth.,Heliotropium filaginoides,Euploca filaginoides,,SPECIES
Microsorum scolopendria (Burm.f.) Copel.,Microsorum scolopendria,Phymatosorus scolopendria,,SPECIES
Senecio georgianus DC. var. latifolius,Senecio georgianus,Senecio gawlerensis,latifolius,VARIETY
Acacia gnidium Benth. var. latifolia,Acacia gnidium,Acacia ixodes,latifolia,VARIETY
Stenanthemum leucophractum (Schltdl.) Reissek,Stenanthemum leucophractum,Cryptandra leucophracta,,SPECIES
Leucopogon cuspidatus R.Br.,Leucopogon cuspidatus,Styphelia cuspidata,,SPECIES
Turbina corymbosa (L.) Raf.,Turbina corymbosa,Ipomoea corymbosa,,SPECIES
Portulaca filifolia F.Muell.,Portulaca filifolia,Portulaca pilosa,,SPECIES
Lepistemon urceolatus (R.Br.) F.Muell.,Lepistemon urceolatus,Ipomoea urceolata,,SPECIES
Ficus platypoda (Miq.) Miq. var. minor (Miq.) Benth.,Ficus platypoda,Ficus brachypoda,minor,VARIETY
Boronia polygalifolia Sm. var. ternatifolia,Boronia polygalifolia,Cyanothamnus polygalifolius,,SPECIES
Urochloa distachya (L.) T.Q.Nguyen,Urochloa distachya,Brachiaria distachya,,SPECIES
Carthamus lanatus subsp. baeticus (Boiss. & Reut.) Nyman,Carthamus lanatus,Carthamus creticus,baeticus,SUBSPECIES
Acacia decurrens var. pauciglandulosa,Acacia decurrens,Acacia irrorata,pauciglandulosa,VARIETY
"Leptospermum scoparium Forst. et f. var. rotundifolium cf Maiden & Betche , Maiden et Betche",Leptospermum scoparium,Leptospermum rotundifolium,rotundifolium,VARIETY
Calothamnus quadrifidus ?,Calothamnus quadrifidus,Melaleuca quadrifida,,SPECIES
Oreomyrrhis eriopoda (DC.)J.D.Hook.,Oreomyrrhis eriopoda,Chaerophyllum eriopodum,,SPECIES
Conothamnus trinervis Lindl.,Conothamnus trinervis,Melaleuca cowleyae,,SPECIES
Leucopogon fletcheri Maiden,Leucopogon fletcheri,Styphelia fletcheri,,SPECIES
